Bandgap,Electron affinity,Acceptor density,CB effective DOS,VB effective DOS,Defect density,Thickness,Dielectric permittivity,PCE
1.55E+00,4.35E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+13,1.70E+00,1.80E+01,2.15E+01
1.55E+00,4.35E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+17,7.00E-01,1.40E+01,2.50E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+17,7.00E-01,1.80E+01,1.50E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+17,1.70E+00,1.40E+01,2.50E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+17,1.70E+00,1.80E+01,1.50E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+13,7.00E-01,1.40E+01,8.54E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+13,7.00E-01,1.80E+01,5.01E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+13,1.70E+00,1.40E+01,1.44E+01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+13,1.70E+00,1.80E+01,1.01E+01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+17,7.00E-01,1.40E+01,5.46E-01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+17,7.00E-01,1.80E+01,2.68E-01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+17,1.70E+00,1.40E+01,5.46E-01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+17,1.70E+00,1.80E+01,2.68E-01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+13,7.00E-01,1.40E+01,7.82E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+13,7.00E-01,1.80E+01,4.62E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+13,1.70E+00,1.40E+01,1.33E+01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+13,1.70E+00,1.80E+01,9.36E+00
1.55E+00,4.35E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+17,7.00E-01,1.40E+01,4.80E-01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+17,7.00E-01,1.80E+01,2.43E-01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+17,1.70E+00,1.40E+01,4.80E-01
1.55E+00,4.35E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+17,1.70E+00,1.80E+01,2.43E-01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,5.00E+18,1.00E+13,7.00E-01,1.40E+01,1.90E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,5.00E+18,1.00E+13,7.00E-01,1.80E+01,1.91E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,5.00E+18,1.00E+13,1.70E+00,1.40E+01,2.17E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,5.00E+18,1.00E+13,1.70E+00,1.80E+01,2.18E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,5.00E+18,1.00E+17,7.00E-01,1.40E+01,1.05E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,5.00E+18,1.00E+17,7.00E-01,1.80E+01,1.05E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,5.00E+18,1.00E+17,1.70E+00,1.40E+01,1.05E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,5.00E+18,1.00E+17,1.70E+00,1.80E+01,1.05E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,1.00E+20,1.00E+13,7.00E-01,1.40E+01,1.91E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,1.00E+20,1.00E+13,7.00E-01,1.80E+01,1.91E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,1.00E+20,1.00E+13,1.70E+00,1.40E+01,2.17E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,1.00E+20,1.00E+13,1.70E+00,1.80E+01,2.18E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,1.00E+20,1.00E+17,7.00E-01,1.40E+01,1.05E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,1.00E+20,1.00E+17,7.00E-01,1.80E+01,1.05E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,1.00E+20,1.00E+17,1.70E+00,1.40E+01,1.05E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+18,1.00E+20,1.00E+17,1.70E+00,1.80E+01,1.05E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,5.00E+18,1.00E+13,7.00E-01,1.40E+01,1.78E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,5.00E+18,1.00E+13,7.00E-01,1.80E+01,1.78E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,5.00E+18,1.00E+13,1.70E+00,1.40E+01,2.03E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,5.00E+18,1.00E+13,1.70E+00,1.80E+01,2.04E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,5.00E+18,1.00E+17,7.00E-01,1.40E+01,9.60E+00
1.55E+00,4.40E+00,1.00E+16,5.00E+19,5.00E+18,1.00E+17,7.00E-01,1.80E+01,9.63E+00
1.55E+00,4.40E+00,1.00E+16,5.00E+19,5.00E+18,1.00E+17,1.70E+00,1.40E+01,9.59E+00
1.55E+00,4.40E+00,1.00E+16,5.00E+19,5.00E+18,1.00E+17,1.70E+00,1.80E+01,9.63E+00
1.55E+00,4.40E+00,1.00E+16,5.00E+19,1.00E+20,1.00E+13,7.00E-01,1.40E+01,1.78E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,1.00E+20,1.00E+13,7.00E-01,1.80E+01,1.78E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,1.00E+20,1.00E+13,1.70E+00,1.40E+01,2.03E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,1.00E+20,1.00E+13,1.70E+00,1.80E+01,2.03E+01
1.55E+00,4.40E+00,1.00E+16,5.00E+19,1.00E+20,1.00E+17,7.00E-01,1.40E+01,9.55E+00
1.55E+00,4.40E+00,1.00E+16,5.00E+19,1.00E+20,1.00E+17,7.00E-01,1.80E+01,9.58E+00
1.55E+00,4.40E+00,1.00E+16,5.00E+19,1.00E+20,1.00E+17,1.70E+00,1.40E+01,9.55E+00
1.55E+00,4.40E+00,1.00E+16,5.00E+19,1.00E+20,1.00E+17,1.70E+00,1.80E+01,9.58E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+18,5.00E+18,1.00E+13,7.00E-01,1.40E+01,1.05E+01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,5.00E+18,1.00E+13,7.00E-01,1.80E+01,6.70E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+18,5.00E+18,1.00E+13,1.70E+00,1.40E+01,1.72E+01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,5.00E+18,1.00E+13,1.70E+00,1.80E+01,1.28E+01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,5.00E+18,1.00E+17,7.00E-01,1.40E+01,7.98E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,5.00E+18,1.00E+17,7.00E-01,1.80E+01,3.85E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,5.00E+18,1.00E+17,1.70E+00,1.40E+01,7.97E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,5.00E+18,1.00E+17,1.70E+00,1.80E+01,3.85E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+13,7.00E-01,1.40E+01,9.71E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+13,7.00E-01,1.80E+01,6.16E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+13,1.70E+00,1.40E+01,1.60E+01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+13,1.70E+00,1.80E+01,1.19E+01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+17,7.00E-01,1.40E+01,7.06E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+17,7.00E-01,1.80E+01,3.47E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+17,1.70E+00,1.40E+01,7.06E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+18,1.00E+20,1.00E+17,1.70E+00,1.80E+01,3.47E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+13,7.00E-01,1.40E+01,3.04E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+13,7.00E-01,1.80E+01,1.18E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+13,1.70E+00,1.40E+01,6.10E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+13,1.70E+00,1.80E+01,2.88E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+17,7.00E-01,1.40E+01,1.36E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+17,7.00E-01,1.80E+01,1.02E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+17,1.70E+00,1.40E+01,1.36E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+19,5.00E+18,1.00E+17,1.70E+00,1.80E+01,1.02E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+13,7.00E-01,1.40E+01,2.65E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+13,7.00E-01,1.80E+01,1.05E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+13,1.70E+00,1.40E+01,5.44E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+13,1.70E+00,1.80E+01,2.58E+00
1.55E+00,4.40E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+17,7.00E-01,1.40E+01,1.24E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+17,7.00E-01,1.80E+01,9.45E-02
1.55E+00,4.40E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+17,1.70E+00,1.40E+01,1.23E-01
1.55E+00,4.40E+00,5.00E+18,5.00E+19,1.00E+20,1.00E+17,1.70E+00,1.80E+01,9.45E-02
